original_caption,new_caption,contentUrl
Young woman traveler enjoy the view at peak of inthanon mountain in morning on summer vacations day.,A young woman traveler enjoys the morning view from the peak of Inthanon Mountain during her summer vacation.,https://ak.picdn.net/shutterstock/videos/1040012135/preview/stock-footage-young-woman-traveler-enjoy-the-view-at-peak-of-inthanon-mountain-in-morning-on-summer-vacations-day.mp4
"Young people enthusiastically play street basketball , time lapse",Young people playing street basketball with enthusiasm.,https://ak.picdn.net/shutterstock/videos/1018450015/preview/stock-footage-young-people-enthusiastically-play-street-basketball-time-lapse.mp4
Under water bubbles dust particles dark blue background,There are bubbles and dust particles underwater against a dark blue background.,https://ak.picdn.net/shutterstock/videos/6137666/preview/stock-footage-under-water-bubbles-dust-particles-dark-blue-background.mp4
"Tokyo, japan - 29 october 2019 : lexus “lc 500” at tokyo motor show 2019 exhibition.","A Lexus LC 500 is on display at the Tokyo Motor Show 2019 exhibition in Tokyo, Japan on October 29, 2019.",https://ak.picdn.net/shutterstock/videos/1040531288/preview/stock-footage-tokyo-japan-october-lexus-lc-at-tokyo-motor-show-exhibition.mp4
Western edge of lolo national forest,The western edge of Lolo National Forest.,https://ak.picdn.net/shutterstock/videos/29595292/preview/stock-footage-western-edge-of-lolo-national-forest.mp4
"Mechanical movement for clock
",The clock's mechanical movement is shown.,https://ak.picdn.net/shutterstock/videos/1020981601/preview/stock-footage-mechanical-movement-for-clock.mp4
"Close up of a hand massaging a beautiful woman in a spa where she relaxes and relaxes her muscles. concept of: spa, relaxation, rest, massage","A woman receives a relaxing massage in a spa, with a close-up shot of a hand massaging her muscles. The scene conveys the concepts of spa, relaxation, rest, and massage.",https://ak.picdn.net/shutterstock/videos/1006699099/preview/stock-footage-close-up-of-a-hand-massaging-a-beautiful-woman-in-a-spa-where-she-relaxes-and-relaxes-her-muscles.mp4
"Bottom bay, st philip, barbados, west indies, caribbean","Bottom Bay in St. Philip, Barbados, located in the West Indies of the Caribbean.",https://ak.picdn.net/shutterstock/videos/1014633164/preview/stock-footage-bottom-bay-st-philip-barbados-west-indies-caribbean.mp4
Baby first step outdoor walking. mother help her baby to walk her first step on a sand,A baby takes her first steps with the help of her mother on a sandy surface.,https://ak.picdn.net/shutterstock/videos/1055440952/preview/stock-footage-baby-first-step-outdoor-walking-mother-help-her-baby-to-walk-her-first-step-on-a-sand.mp4
Table with communion elements - gentle panning to the right,"The camera pans gently to the right, revealing a table with communion elements.",https://ak.picdn.net/shutterstock/videos/8820019/preview/stock-footage-table-with-communion-elements-gentle-panning-to-the-right.mp4
Two clean glass cups stand on a tray,There are two clean glass cups standing on a tray.,https://ak.picdn.net/shutterstock/videos/1016527132/preview/stock-footage-two-clean-glass-cups-stand-on-a-tray.mp4
Glamorous woman perfoming on a silver armchair,A glamorous woman performing on a silver armchair.,https://ak.picdn.net/shutterstock/videos/10552379/preview/stock-footage-glamorous-woman-perfoming-on-a-silver-armchair.mp4
Woman feed donkey in the farm,A woman is feeding a donkey on the farm.,https://ak.picdn.net/shutterstock/videos/1021624330/preview/stock-footage-woman-feed-donkey-in-the-farm.mp4
Koutou-ku tokyo / japan - 04.09.2018 : its a city location in tokyo. 4k & time lapse. camera : canon eos 5d,"A time lapse of a city location in Tokyo, Japan.",https://ak.picdn.net/shutterstock/videos/1009939613/preview/stock-footage-koutou-ku-tokyo-japan-its-a-city-location-in-tokyo-k-time-lapse-camera.mp4
"La paz, bolivia. circa 2019. mercado de las brujas walk tour famous place to visit in downtown.","A walking tour of the famous Mercado de las Brujas in downtown La Paz, Bolivia circa 2019.",https://ak.picdn.net/shutterstock/videos/1025793269/preview/stock-footage-la-paz-bolivia-circa-mercado-de-las-brujas-walk-tour-famous-place-to-visit-in-downtown.mp4
Australian wildlife kangaroos ,Kangaroos in the Australian wildlife.,https://ak.picdn.net/shutterstock/videos/34524217/preview/stock-footage-australian-wildlife-kangaroos.mp4
"Venice, italy, 1974, dining room table, mother serves spaghetti to family","In 1974, in Venice, Italy, a mother serves spaghetti to her family at the dining room table.",https://ak.picdn.net/shutterstock/videos/1019989672/preview/stock-footage-venice-italy-dining-room-table-mother-serves-spaghetti-to-family.mp4
Saxophone on the background of a beautiful sunset and sea. video for creating an atmosphere of romance,"A saxophone plays against the backdrop of a beautiful sunset and sea, creating a romantic atmosphere.",https://ak.picdn.net/shutterstock/videos/1038435350/preview/stock-footage-saxophone-on-the-background-of-a-beautiful-sunset-and-sea-video-for-creating-an-atmosphere-of.mp4
"Caucasian male marking plywood while building a canoe in his workshop. boat making hobby, small business owner. shot on red dragon",A Caucasian male marks plywood while building a canoe in his workshop. He is engaged in his boat making hobby and is a small business owner.,https://ak.picdn.net/shutterstock/videos/1055935748/preview/stock-footage-caucasian-male-marking-plywood-while-building-a-canoe-in-his-workshop-boat-making-hobby-small.mp4
Carpathian mountains aerial view mood weather daylight,"The Carpathian Mountains are seen from an aerial view in daylight, showcasing the mood and weather.",https://ak.picdn.net/shutterstock/videos/1014020243/preview/stock-footage-carpathian-mountains-aerial-view-mood-weather-daylight.mp4
Big high stack of thin pancakes in a plate,A plate with a tall stack of thin pancakes.,https://ak.picdn.net/shutterstock/videos/1014936403/preview/stock-footage-big-high-stack-of-thin-pancakes-in-a-plate.mp4
Keukenhof lisse netherland april 28 2017: lots of pastel color tulips on the flower garden park in keukenhof people visits often during the spring season in netherland,"In the Keukenhof flower garden park in Lisse, Netherlands, there are many pastel-colored tulips. People often visit the park during the spring season.",https://ak.picdn.net/shutterstock/videos/27961510/preview/stock-footage-keukenhof-lisse-netherland-april-lots-of-pastel-color-tulips-on-the-flower-garden-park-in.mp4
Boy dangles his hands in the water while leaning over the boat's board,A boy leans over the boat's board and dangles his hands in the water.,https://ak.picdn.net/shutterstock/videos/14526565/preview/stock-footage-boy-dangles-his-hands-in-the-water-while-leaning-over-the-boat-s-board.mp4
Fantastic dive with sharks off the island of roca partida in the pacific ocean near mexico.,Diving with sharks near Roca Partida Island in the Pacific Ocean near Mexico is a fantastic experience.,https://ak.picdn.net/shutterstock/videos/16320709/preview/stock-footage-fantastic-dive-with-sharks-off-the-island-of-roca-partida-in-the-pacific-ocean-near-mexico.mp4
4k winged dark blue sparkling stage motion background,A dark blue sparkling stage background with wings in motion.,https://ak.picdn.net/shutterstock/videos/1028004806/preview/stock-footage--k-winged-dark-blue-sparkling-stage-motion-background.mp4
Repairman working repair electric on wall. ,A repairman is working on repairing an electric wall.,https://ak.picdn.net/shutterstock/videos/17270986/preview/stock-footage-repairman-working-repair-electric-on-wall.mp4
Sea ice/2016 sea ice,Sea ice in the year 2016.,https://ak.picdn.net/shutterstock/videos/15818614/preview/stock-footage-sea-ice-sea-ice.mp4
"Saint petersburg, russia - june 24, 2017: group of joyful teenagers drinks milkshake and smokes cigarettes, having fun at summer outdoor festival","A group of joyful teenagers have fun at a summer outdoor festival, drinking milkshakes and smoking cigarettes.",https://ak.picdn.net/shutterstock/videos/29876560/preview/stock-footage-saint-petersburg-russia-june-group-of-joyful-teenagers-drinks-milkshake-and-smokes.mp4
"Valletta - malta, 2 october, 2017, 4k coast guard boat sail in port, people in safety mission","A coast guard boat sails into port in Valletta, Malta as people carry out a safety mission.",https://ak.picdn.net/shutterstock/videos/1011902396/preview/stock-footage-valletta-malta-october-k-coast-guard-boat-sail-in-port-people-in-safety-mission.mp4
Green not roasted buckwheat groats as natural food background. top view. healthy diet gluten free,"A top view of green, unroasted buckwheat groats used as a natural food background for a healthy, gluten-free diet.",https://ak.picdn.net/shutterstock/videos/1040446994/preview/stock-footage-green-not-roasted-buckwheat-groats-as-natural-food-background-top-view-healthy-diet-gluten-free.mp4
On a blue background.crayons are moving from bottom to top.,Crayons are moving from the bottom to the top on a blue background.,https://ak.picdn.net/shutterstock/videos/1029853919/preview/stock-footage-on-a-blue-background-crayons-are-moving-from-bottom-to-top.mp4
"A lot of pangasius fish or iridescent shark, striped catfish, sutchi catfish eating food feeding in the river at ayutthaya thailand, wat panan chaong temple waterfront","Many pangasius fish, also known as iridescent shark, striped catfish, and sutchi catfish, are seen eating food in the river at Ayutthaya, Thailand near the Wat Panan Chaong temple waterfront.",https://ak.picdn.net/shutterstock/videos/1036969079/preview/stock-footage-a-lot-of-pangasius-fish-or-iridescent-shark-striped-catfish-sutchi-catfish-eating-food-feeding-in.mp4
Halftone circle background texture. black and white. pop art.,A black and white halftone circle background texture with a pop art style.,https://ak.picdn.net/shutterstock/videos/1021748347/preview/stock-footage-halftone-circle-background-texture-black-and-white-pop-art.mp4
"Hamburg, germany - may 22: establishing shot of the spiegel building. the building has served as headquarters for the spiegel publishing group since 2012. ultra hd 4k, real time, zoom 2015","The Spiegel building in Hamburg, Germany is shown as an establishing shot. It has been the headquarters for the Spiegel publishing group since 2012.",https://ak.picdn.net/shutterstock/videos/11056550/preview/stock-footage-hamburg-germany-may-establishing-shot-of-the-spiegel-building-the-building-has-served-as.mp4
Flight over field,Flying over a field.,https://ak.picdn.net/shutterstock/videos/11590430/preview/stock-footage-flight-over-field.mp4
Footage portrait of smiling beautiful pretty woman with book in library office bookshelf background. 4k video,A beautiful woman smiles while holding a book in a library office with bookshelves in the background. The footage is in 4k video.,https://ak.picdn.net/shutterstock/videos/1018086424/preview/stock-footage-footage-portrait-of-smiling-beautiful-pretty-woman-with-book-in-library-office-bookshelf-background.mp4
Tujunga bridge angeles crest mountains time lapse,A time lapse of the Tujunga Bridge in the Angeles Crest Mountains.,https://ak.picdn.net/shutterstock/videos/17717527/preview/stock-footage-tujunga-bridge-angeles-crest-mountains-time-lapse.mp4
Slide the turn of the drone from a bird's eye view onto the vast territory of a large industrial metallurgical plant with high pipes in the bright light of a sunset in winter. environmental pollution,"The drone captures a bird's eye view of a large industrial metallurgical plant with high pipes during sunset in winter, revealing the vast territory and environmental pollution.",https://ak.picdn.net/shutterstock/videos/1024270199/preview/stock-footage-slide-the-turn-of-the-drone-from-a-bird-s-eye-view-onto-the-vast-territory-of-a-large-industrial.mp4
Landscape of phnom penh city take by drone at cambodia on sunset,A drone captures a sunset landscape of Phnom Penh city in Cambodia.,https://ak.picdn.net/shutterstock/videos/1030858697/preview/stock-footage-landscape-of-phnom-penh-city-take-by-drone-at-cambodia-on-sunset.mp4
"Liverpool, merseyside/england - december 08: unidentified people walk past central library on december 08, 2013 in liverpool. the library was completed in 1860 and is grade ii listed.","Unidentified people walk past the Central Library in Liverpool, Merseyside, England. The library, completed in 1860, is Grade II listed.",https://ak.picdn.net/shutterstock/videos/5298344/preview/stock-footage-liverpool-merseyside-england-december-unidentified-people-walk-past-central-library-on.mp4
Close-up of sunflower in summer field at sunset. warm evening light,"A sunflower in a summer field is shown in close-up during sunset, with warm evening light.",https://ak.picdn.net/shutterstock/videos/1056329537/preview/stock-footage-close-up-of-sunflower-in-summer-field-at-sunset-warm-evening-light.mp4
Loop ready seamless background showing a red silky material waving gently in the wind,A red silky material gently waves in the wind as a seamless background.,https://ak.picdn.net/shutterstock/videos/4133962/preview/stock-footage-loop-ready-seamless-background-showing-a-red-silky-material-waving-gently-in-the-wind.mp4
Close shot of wild boar at dzarylgach island (ukraine) on the beach. the wild  boar is drinking fresh water from the spring during the sunset.,"During the sunset, a close shot captures a wild boar drinking fresh water from a spring on the beach of Dzarylgach Island in Ukraine.",https://ak.picdn.net/shutterstock/videos/1014615194/preview/stock-footage-close-shot-of-wild-boar-at-dzarylgach-island-ukraine-on-the-beach-the-wild-boar-is-drinking.mp4
At winter hunting hands are loaded with a gun,"During winter hunting, a person's hands are loaded with a gun.",https://ak.picdn.net/shutterstock/videos/33934057/preview/stock-footage-at-winter-hunting-hands-are-loaded-with-a-gun.mp4
Livingstone / zimbabwe - june 2016: bungee jumper jumping from victoria falls bridge in zimbabwe.,A bungee jumper jumps from the Victoria Falls Bridge in Zimbabwe.,https://ak.picdn.net/shutterstock/videos/1021575379/preview/stock-footage-livingstone-zimbabwe-june-bungee-jumper-jumping-from-victoria-falls-bridge-in-zimbabwe.mp4
Making pastries in industrial kitchen,Pastries being made in an industrial kitchen.,https://ak.picdn.net/shutterstock/videos/1015653025/preview/stock-footage-making-pastries-in-industrial-kitchen.mp4
"Sovkhoz leninsky, samara region, russia - may 18, 2018: church of alexander nevsky in the leninsky state farm. orthodox cross on the dome of the church",The Church of Alexander Nevsky is located in the Leninsky State Farm in the Samara region of Russia. An Orthodox cross sits atop the church's dome.,https://ak.picdn.net/shutterstock/videos/1012903547/preview/stock-footage-sovkhoz-leninsky-samara-region-russia-may-church-of-alexander-nevsky-in-the-leninsky.mp4
"New york city, ny/usa - november 24, 2014: frozen's idina menzel sings 'holly jolly christmas' at the bloombingdale's holiday window unveiling - an annual free concert.",Idina Menzel sings 'Holly Jolly Christmas' at the Bloomingdale's holiday window unveiling in New York City.,https://ak.picdn.net/shutterstock/videos/8442910/preview/stock-footage-new-york-city-ny-usa-november-frozen-s-idina-menzel-sings-holly-jolly-christmas-at.mp4
"Flamingo hotel and casino las vegas - beautiful evening view - las vegas / nevada - october 12, 2017","A beautiful evening view of the Flamingo Hotel and Casino in Las Vegas, Nevada on October 12, 2017.",https://ak.picdn.net/shutterstock/videos/32843479/preview/stock-footage-flamingo-hotel-and-casino-las-vegas-beautiful-evening-view-las-vegas-nevada-october.mp4
"Mesa lane beach at low tide is wide enough for sunbathing and beach sports, but at high tide there is little dry sand. requires a hike down a steep stairway with more steps than thousand steps beach.","Mesa Lane Beach offers ample space for sunbathing and beach sports during low tide, but there is limited dry sand during high tide. Access to the beach requires a hike down a steep stairway with more steps than Thousand Steps Beach.",https://ak.picdn.net/shutterstock/videos/17147374/preview/stock-footage-mesa-lane-beach-at-low-tide-is-wide-enough-for-sunbathing-and-beach-sports-but-at-high-tide-there.mp4
Abstract blurred transparent sine waves in motion on grey background. broadcast production tv loop waves animation from left bottom corner to right upper corner,Blurred transparent sine waves move across a grey background in an abstract animation.,https://ak.picdn.net/shutterstock/videos/1012309340/preview/stock-footage-abstract-blurred-transparent-sine-waves-in-motion-on-grey-background-broadcast-production-tv-loop.mp4
"Kuala lumpur, malaysia - april 2016 : airport checkin counter queue orbital shot, pov pass by movement. kuala lumpur international airport indoors,",An orbital shot of a queue at an airport check-in counter in Kuala Lumpur International Airport.,https://ak.picdn.net/shutterstock/videos/16255486/preview/stock-footage-kuala-lumpur-malaysia-april-airport-checkin-counter-queue-orbital-shot-pov-pass-by.mp4
"Dark blue clouds & colourful sky, nice time lapse evening, after rain cloudscape, beautiful real summer lighs, sunny rays shining, aerial view. full hd.","An aerial view of dark blue clouds and a colorful sky during a beautiful summer evening after rain, with sunny rays shining.",https://ak.picdn.net/shutterstock/videos/1023198451/preview/stock-footage-dark-blue-clouds-colourful-sky-nice-time-lapse-evening-after-rain-cloudscape-beautiful-real.mp4
Happy child decorating christmas and new year tree,A happy child is decorating a Christmas and New Year tree.,https://ak.picdn.net/shutterstock/videos/1021312732/preview/stock-footage-happy-child-decorating-christmas-and-new-year-tree.mp4
"London, circa 2019 - prince charles enters buckingham palace the state coach after the state opening of the parliament in london, england, uk","Prince Charles enters Buckingham Palace in the state coach after the state opening of Parliament in London, England in 2019.",https://ak.picdn.net/shutterstock/videos/1041227836/preview/stock-footage-london-circa-prince-charles-enters-buckingham-palace-the-state-coach-after-the-state.mp4
Blood moon closeup | 4k time lapse,A close-up time-lapse of a blood moon.,https://ak.picdn.net/shutterstock/videos/7567507/preview/stock-footage-blood-moon-closeup-k-time-lapse.mp4
Blue bar graph with a world globe appearing in curve earth image ,A blue bar graph is shown with a world globe appearing in a curved Earth image.,https://ak.picdn.net/shutterstock/videos/1361641/preview/stock-footage-blue-bar-graph-with-a-world-globe-appearing-in-curve-earth-image.mp4
"Snowflakes baubles hanging over blinking light, blurred holiday background. ",Baubles hanging over blinking lights create a blurred holiday background with snowflakes.,https://ak.picdn.net/shutterstock/videos/16265224/preview/stock-footage-snowflakes-baubles-hanging-over-blinking-light-blurred-holiday-background.mp4
Flowers,There are flowers.,https://ak.picdn.net/shutterstock/videos/1030093622/preview/stock-footage-flowers.mp4
"Moscow, russia december, 2020: red square on the eve of the new year holidays at night","Red Square in Moscow, Russia during the night before the New Year holidays in December 2020.",https://ak.picdn.net/shutterstock/videos/1063724338/preview/stock-footage-moscow-russia-december-red-square-on-the-eve-of-the-new-year-holidays-at-night.mp4
"Timelapse shot of subway train running through the underground tunnel, cabin view",A subway train runs through an underground tunnel in a timelapse shot from the cabin view.,https://ak.picdn.net/shutterstock/videos/1022117056/preview/stock-footage-timelapse-shot-of-subway-train-running-through-the-underground-tunnel-cabin-view.mp4
The optical fiber pulsates in space. light green background. business cinematographic background. place for text. seamless loop.,"An optical fiber pulsates in space against a light green background, creating a business cinematographic background with space for text. The loop is seamless.",https://ak.picdn.net/shutterstock/videos/1010809178/preview/stock-footage-the-optical-fiber-pulsates-in-space-light-green-background-business-cinematographic-background.mp4
"Friends at the table with their little girls, one of the parents is handed a cup of tea and they carry on with their conversation.",A group of friends sit at a table with their young daughters. One of the parents is given a cup of tea and they continue their conversation.,https://ak.picdn.net/shutterstock/videos/1019802325/preview/stock-footage-friends-at-the-table-with-their-little-girls-one-of-the-parents-is-handed-a-cup-of-tea-and-they.mp4
Khajuraho / india 25 february 2017  hindu women worshiping sacred holy tree  at khajuraho madhya pradesh india,"Hindu women worship a sacred holy tree in Khajuraho, Madhya Pradesh, India.",https://ak.picdn.net/shutterstock/videos/24981434/preview/stock-footage-khajuraho-india-february-hindu-women-worshiping-sacred-holy-tree-at-khajuraho-madhya.mp4
"1910s: cache creek flows through a gorge, near a tower, a canal and a dock, in yolo county, california, in 1910.","Cache Creek flows through a gorge in Yolo County, California in 1910, near a tower, canal, and dock.",https://ak.picdn.net/shutterstock/videos/27117025/preview/stock-footage--s-cache-creek-flows-through-a-gorge-near-a-tower-a-canal-and-a-dock-in-yolo-county.mp4
"1930s: elephant roars, man shoots at elephant. elephants walk through jungle. man tries to fire gun, throws gun on ground, runs away.","In the 1930s, a man shoots at an elephant and then runs away as the elephants walk through the jungle.",https://ak.picdn.net/shutterstock/videos/1028434733/preview/stock-footage--s-elephant-roars-man-shoots-at-elephant-elephants-walk-through-jungle-man-tries-to-fire-gun.mp4
Pompeii archeological objects. italy.,"Archeological objects from Pompeii, Italy.",https://ak.picdn.net/shutterstock/videos/1009568396/preview/stock-footage-pompeii-archeological-objects-italy.mp4
Healthy food. chickpeas background. chickpeas texture. macro.,"A close-up shot of the texture of chickpeas, which are considered healthy food.",https://ak.picdn.net/shutterstock/videos/1023971582/preview/stock-footage-healthy-food-chickpeas-background-chickpeas-texture-macro.mp4
"1930s: a chimpanzee tears a pillow open and sisters blow the feathers around with a vacuum cleaner, in florida, in 1937.","In 1937 Florida, sisters play with feathers from a torn pillow while a chimpanzee looks on.",https://ak.picdn.net/shutterstock/videos/28026154/preview/stock-footage--s-a-chimpanzee-tears-a-pillow-open-and-sisters-blow-the-feathers-around-with-a-vacuum-cleaner.mp4
Woman lying on sofa in living room and holding tablet with green screen. woman use tablet on social networks or to shop online. close up 4k footage.,A woman is lying on a sofa in a living room and using a tablet for social networking or online shopping. The footage is in 4k and shows a close-up of the tablet's green screen.,https://ak.picdn.net/shutterstock/videos/1045355371/preview/stock-footage-woman-lying-on-sofa-in-living-room-and-holding-tablet-with-green-screen-woman-use-tablet-on-social.mp4
Slow motion of chef cooking pork being grilled on barbecue. very delicious roast pig meat on a bbq grill in backyard. food cooked with grilling bbq in the garden of a house-dan,"A chef grills pork on a barbecue in a backyard, resulting in very delicious roast pig meat. The food is cooked with a grilling BBQ in the garden of a house.",https://ak.picdn.net/shutterstock/videos/1024572647/preview/stock-footage-slow-motion-of-chef-cooking-pork-being-grilled-on-barbecue-very-delicious-roast-pig-meat-on-a-bbq.mp4
Fieldfare in springtime,A fieldfare bird during the spring season.,https://ak.picdn.net/shutterstock/videos/25722599/preview/stock-footage-fieldfare-in-springtime.mp4
Woman practicing yoga on the terrace surrounded by jungle,A woman practices yoga on a terrace surrounded by jungle.,https://ak.picdn.net/shutterstock/videos/27313075/preview/stock-footage-woman-practicing-yoga-on-the-terrace-surrounded-by-jungle.mp4
"Aerial drone tracking video of luxury sail boat with wooden deck cruising the deep blue aegean sea, mykonos island, cyclades, greece","A luxury sail boat with a wooden deck cruises the deep blue Aegean Sea near Mykonos Island in Greece, captured by an aerial drone tracking video.",https://ak.picdn.net/shutterstock/videos/1032095303/preview/stock-footage-aerial-drone-tracking-video-of-luxury-sail-boat-with-wooden-deck-cruising-the-deep-blue-aegean-sea.mp4
Wide static shot of the blue sky over the turquoise sea with corals underwater nearby a beautiful tropical island full of beach plants and palm trees.,"A beautiful tropical island with beach plants and palm trees is shown in a wide static shot, with the blue sky and turquoise sea in the background and corals visible underwater nearby.",https://ak.picdn.net/shutterstock/videos/1057802416/preview/stock-footage-wide-static-shot-of-the-blue-sky-over-the-turquoise-sea-with-corals-underwater-nearby-a-beautiful.mp4
Senior couple cycling through park in slow motion,A senior couple is cycling through a park in slow motion.,https://ak.picdn.net/shutterstock/videos/23122567/preview/stock-footage-senior-couple-cycling-through-park-in-slow-motion.mp4
Aerial canada toronto july 2017 sunset 4k inspire 2,"The sunset over Toronto, Canada in July 2017 is captured in 4K by an Inspire 2 drone.",https://ak.picdn.net/shutterstock/videos/31633129/preview/stock-footage-aerial-canada-toronto-july-sunset-k-inspire.mp4
Fancy beautiful and young family with tablet in hands of congratulations online on skype your family or friends on upcoming holidays and sit on floor against backdrop of christmas ornaments on tree,A family uses a tablet to send holiday greetings to loved ones while sitting on the floor surrounded by Christmas decorations.,https://ak.picdn.net/shutterstock/videos/1006662442/preview/stock-footage-fancy-beautiful-and-young-family-with-tablet-in-hands-of-congratulations-online-on-skype-your.mp4
On the table at cafe blurred background,Items are on a table in a cafe with a blurred background.,https://ak.picdn.net/shutterstock/videos/20699392/preview/stock-footage-on-the-table-at-cafe-blurred-background.mp4
Businessman disappointed unsuccessful project. gesture,The businessman expresses disappointment with an unsuccessful project through a gesture.,https://ak.picdn.net/shutterstock/videos/20812279/preview/stock-footage-businessman-disappointed-unsuccessful-project-gesture.mp4
Close up of a colorful marbles and playing child.,A child plays with colorful marbles in a close-up shot.,https://ak.picdn.net/shutterstock/videos/17448304/preview/stock-footage-close-up-of-a-colorful-marbles-and-playing-child.mp4
Rushing waterfall in the woods covered in snow and ice in new england. ,A rushing waterfall in a snowy and icy New England forest.,https://ak.picdn.net/shutterstock/videos/1045232884/preview/stock-footage-rushing-waterfall-in-the-woods-covered-in-snow-and-ice-in-new-england.mp4
"4k bokeh unfocused footage of colorful christmas lights at night. christmas concept, celebration concept.","Colorful Christmas lights are seen out of focus in the background, creating a bokeh effect. The footage is shot at night and is meant to convey the concept of Christmas and celebration.",https://ak.picdn.net/shutterstock/videos/1060177832/preview/stock-footage--k-bokeh-unfocused-footage-of-colorful-christmas-lights-at-night-christmas-concept-celebration.mp4
"Circa 1963- john f kennedy is transported by convertible, and john f kennedy watches a demonstration of the army nike hercules rocket.","In 1963, John F. Kennedy is transported by convertible and watches a demonstration of the Army Nike Hercules rocket.",https://ak.picdn.net/shutterstock/videos/1009616699/preview/stock-footage-circa-john-f-kennedy-is-transported-by-convertible-and-john-f-kennedy-watches-a.mp4
"Time lapse clouds in horizon, building formating big mass with clean blue sky. summer lightness day. collage footage. #fhd.",Clouds form a big mass in the horizon as the clean blue sky changes throughout the day in a time-lapse footage.,https://ak.picdn.net/shutterstock/videos/1041473923/preview/stock-footage-time-lapse-clouds-in-horizon-building-formating-big-mass-with-clean-blue-sky-summer-lightness-day.mp4
Handsome young man looks at camera and smiles wearing a white t-shirt with a sign of recycling background family ecology eco community gloves. slow motion,"A handsome young man wearing a white t-shirt with a recycling sign smiles at the camera against a background of a family, ecology, eco community, and gloves. The footage is in slow motion.",https://ak.picdn.net/shutterstock/videos/1057285333/preview/stock-footage-handsome-young-man-looks-at-camera-and-smiles-wearing-a-white-t-shirt-with-a-sign-of-recycling.mp4
Laser cutting of plywood. technology of the 21st century,"Plywood being cut with a laser, showcasing modern technology.",https://ak.picdn.net/shutterstock/videos/1013589662/preview/stock-footage-laser-cutting-of-plywood-technology-of-the-st-century.mp4
Animation of multiple blue lines,Multiple blue lines are animated.,https://ak.picdn.net/shutterstock/videos/3018559/preview/stock-footage-animation-of-multiple-blue-lines.mp4
Beautician giving spa treatment to female leg,A beautician is providing a spa treatment to a woman's leg.,https://ak.picdn.net/shutterstock/videos/31918351/preview/stock-footage-beautician-giving-spa-treatment-to-female-leg.mp4
"Hanoi, vietnam - 22.05.2019: street traffic with a lot of motorcycles and scooters is hallmark of hanoi.  ","The streets of Hanoi, Vietnam are known for their heavy traffic of motorcycles and scooters.",https://ak.picdn.net/shutterstock/videos/1031264477/preview/stock-footage-hanoi-vietnam-street-traffic-with-a-lot-of-motorcycles-and-scooters-is-hallmark-of.mp4
Slow motion portrait of positive hipster teenager wearing red cap and grey t-shirt smiling showing thumb up being in good mood being glad over white background closeup. concept of emotions,"A close-up slow motion portrait of a happy hipster teenager wearing a red cap and grey t-shirt, smiling and giving a thumbs up gesture over a white background, conveying positive emotions.",https://ak.picdn.net/shutterstock/videos/32274508/preview/stock-footage-slow-motion-portrait-of-positive-hipster-teenager-wearing-red-cap-and-grey-t-shirt-smiling-showing.mp4
First-person view. trees in the summer forest,A first-person view of trees in a summer forest.,https://ak.picdn.net/shutterstock/videos/1037758355/preview/stock-footage-first-person-view-trees-in-the-summer-forest.mp4
3d blue christmas background with bokeh and depth of field of shiny toy snowflakes hanging in the air beautifully shiny slowly swaying and shining in the light. beautiful 3d for new year in 4k,"Shiny blue toy snowflakes sway and shine in the light on a 3D Christmas background with bokeh and depth of field, perfect for New Year's in 4K.",https://ak.picdn.net/shutterstock/videos/1039602866/preview/stock-footage--d-blue-christmas-background-with-bokeh-and-depth-of-field-of-shiny-toy-snowflakes-hanging-in-the.mp4
"A delicious gourmet meal is being given the finishing touches by the chef in a restaurant or hotel kitchen, ready for service to the customer.","The chef in a restaurant or hotel kitchen puts the finishing touches on a delicious gourmet meal, preparing it for service to the customer.",https://ak.picdn.net/shutterstock/videos/1019196865/preview/stock-footage-a-delicious-gourmet-meal-is-being-given-the-finishing-touches-by-the-chef-in-a-restaurant-or-hotel.mp4
Beautiful young woman in fun sun dress dancing on white background with copy space. millennial in sundress doing a dance and spinning in circles on solid studio backdrop with copyspace. 4k,A young woman wearing a sun dress dances and spins on a white background with space for text.,https://ak.picdn.net/shutterstock/videos/27185713/preview/stock-footage-beautiful-young-woman-in-fun-sun-dress-dancing-on-white-background-with-copy-space-millennial-in.mp4
"Abstract loop motion background, variegated kaleidoscope. black and white ",A black and white kaleidoscope creates an abstract loop motion background.,https://ak.picdn.net/shutterstock/videos/17023465/preview/stock-footage-abstract-loop-motion-background-variegated-kaleidoscope-black-and-white.mp4
Green sea turtle swim in shallow water of the coral reef in the caribbean sea at scuba dive around curaçao /netherlands antilles,A green sea turtle swims in the shallow waters of a coral reef in the Caribbean Sea while scuba diving around Curaçao in the Netherlands Antilles.,https://ak.picdn.net/shutterstock/videos/34587949/preview/stock-footage-green-sea-turtle-swim-in-shallow-water-of-the-coral-reef-in-the-caribbean-sea-at-scuba-dive-around.mp4
"Beautiful girl with scarf flying in wind running in wheat field in sunset. freedom beauty health happiness concept. happy young woman in field with long hair in nature outdoors slow-motion, lens flare","A beautiful girl with a scarf is running in a wheat field during sunset, embodying the concepts of freedom, beauty, health, and happiness. She has long hair and the scene is captured in slow-motion with a lens flare effect.",https://ak.picdn.net/shutterstock/videos/1018054702/preview/stock-footage-beautiful-girl-with-scarf-flying-in-wind-running-in-wheat-field-in-sunset-freedom-beauty-health.mp4
